program,provnamn,skol_kod,gnm_betp
el- och energiprogrammet,svenska 1,90473340,"10,8"
bygg- och anläggningsprogrammet,svenska 1,26167236,"8,2"
fordons- och transportprogrammet,svenska 1,26167236,"9,3"
handels- och administrationsprogrammet,svenska 1,26167236,"12,0"
hantverksprogrammet,svenska 1,26167236,"10,7"
hotell- och turismprogrammet,svenska 1,26167236,..
industritekniska programmet,svenska 1,26167236,..
vvs- och fastighetsprogrammet,svenska 1,26167236,"8,0"
vård- och omsorgsprogrammet,svenska 1,69807202,"11,9"
hantverksprogrammet,svenska 1,64648904,"9,7"
barn- och fritidsprogrammet,svenska 1,63035915,"9,4"
bygg- och anläggningsprogrammet,svenska 1,63035915,"7,9"
el- och energiprogrammet,svenska 1,63035915,"10,1"
handels- och administrationsprogrammet,svenska 1,63035915,"9,9"
hotell- och turismprogrammet,svenska 1,63035915,"12,7"
restaurang- och livsmedelsprogrammet,svenska 1,63035915,"10,8"
vvs- och fastighetsprogrammet,svenska 1,63035915,"6,6"
vård- och omsorgsprogrammet,svenska 1,63035915,"8,4"
handels- och administrationsprogrammet,svenska 1,26324896,"14,1"
fordons- och transportprogrammet,svenska 1,28848709,"5,6"
el- och energiprogrammet,svenska 1,12613085,"12,2"
hantverksprogrammet,svenska 1,53896162,"10,4"
fordons- och transportprogrammet,svenska 1,11185244,"6,5"
hantverksprogrammet,svenska 1,11185244,"10,6"
naturbruksprogrammet,svenska 1,11185244,"9,8"
naturbruksprogrammet,svenska 1,56211717,"13,0"
el- och energiprogrammet,svenska 1,66824652,"11,3"
fordons- och transportprogrammet,svenska 1,49168016,"9,6"
industritekniska programmet,svenska 1,49168016,"10,0"
bygg- och anläggningsprogrammet,svenska 1,32042066,"11,1"
el- och energiprogrammet,svenska 1,32042066,"11,2"
vvs- och fastighetsprogrammet,svenska 1,32042066,..
handels- och administrationsprogrammet,svenska 1,50821167,"7,7"
restaurang- och livsmedelsprogrammet,svenska 1,50821167,"12,9"
barn- och fritidsprogrammet,svenska 1,92814975,..
el- och energiprogrammet,svenska 1,92814975,"10,7"
naturbruksprogrammet,svenska 1,92814975,"12,9"
restaurang- och livsmedelsprogrammet,svenska 1,92814975,..
fordons- och transportprogrammet,svenska 1,28770304,"8,7"
el- och energiprogrammet,svenska 1,69063711,"6,9"
hantverksprogrammet,svenska 1,69063711,"10,4"
handels- och administrationsprogrammet,svenska 1,77609073,"10,3"
hotell- och turismprogrammet,svenska 1,77609073,"9,1"
hantverksprogrammet,svenska 1,35894996,"11,3"
vård- och omsorgsprogrammet,svenska 1,35894996,"10,6"
fordons- och transportprogrammet,svenska 1,17119840,..
vvs- och fastighetsprogrammet,svenska 1,17119840,..
barn- och fritidsprogrammet,svenska 1,68748767,"8,1"
handels- och administrationsprogrammet,svenska 1,68748767,..
hantverksprogrammet,svenska 1,68748767,"3,5"
hotell- och turismprogrammet,svenska 1,68748767,"6,3"
restaurang- och livsmedelsprogrammet,svenska 1,68748767,..
handels- och administrationsprogrammet,svenska 1,25596917,"12,1"
barn- och fritidsprogrammet,svenska 1,20984584,"9,3"
bygg- och anläggningsprogrammet,svenska 1,20984584,"6,6"
handels- och administrationsprogrammet,svenska 1,20984584,"8,0"
hantverksprogrammet,svenska 1,20984584,..
hotell- och turismprogrammet,svenska 1,20984584,"12,5"
naturbruksprogrammet,svenska 1,20984584,..
restaurang- och livsmedelsprogrammet,svenska 1,20984584,..
vvs- och fastighetsprogrammet,svenska 1,20984584,..
vård- och omsorgsprogrammet,svenska 1,20984584,"7,8"
el- och energiprogrammet,svenska 1,52129378,"12,1"
bygg- och anläggningsprogrammet,svenska 1,98541468,"8,8"
barn- och fritidsprogrammet,svenska 1,25648215,"8,9"
bygg- och anläggningsprogrammet,svenska 1,25648215,..
handels- och administrationsprogrammet,svenska 1,25648215,"8,0"
vvs- och fastighetsprogrammet,svenska 1,25648215,..
vård- och omsorgsprogrammet,svenska 1,25648215,..
el- och energiprogrammet,svenska 1,61823258,..
hantverksprogrammet,svenska 1,61823258,"10,8"
naturbruksprogrammet,svenska 1,61823258,..
naturbruksprogrammet,svenska 1,39178171,"11,1"
bygg- och anläggningsprogrammet,svenska 1,79994304,..
hantverksprogrammet,svenska 1,79994304,..
el- och energiprogrammet,svenska 1,68006362,"11,4"
vvs- och fastighetsprogrammet,svenska 1,68006362,"11,3"
vård- och omsorgsprogrammet,svenska 1,68006362,"8,5"
barn- och fritidsprogrammet,svenska 1,11608031,..
hantverksprogrammet,svenska 1,11608031,"8,6"
restaurang- och livsmedelsprogrammet,svenska 1,11608031,..
bygg- och anläggningsprogrammet,svenska 1,86762103,"11,1"
el- och energiprogrammet,svenska 1,86762103,..
fordons- och transportprogrammet,svenska 1,86762103,..
handels- och administrationsprogrammet,svenska 1,86762103,..
vvs- och fastighetsprogrammet,svenska 1,86762103,"11,0"
handels- och administrationsprogrammet,svenska 1,68381790,"6,9"
bygg- och anläggningsprogrammet,svenska 1,13006857,"10,9"
el- och energiprogrammet,svenska 1,13006857,"8,5"
industritekniska programmet,svenska 1,13006857,"7,5"
riksrekryterande utbildningar,svenska 1,13006857,"7,1"
fordons- och transportprogrammet,svenska 1,76007769,"7,4"
restaurang- och livsmedelsprogrammet,svenska 1,76007769,"8,1"
bygg- och anläggningsprogrammet,svenska 1,16956086,"7,2"
el- och energiprogrammet,svenska 1,16956086,"9,0"
handels- och administrationsprogrammet,svenska 1,16956086,..
industritekniska programmet,svenska 1,16956086,"8,9"
vård- och omsorgsprogrammet,svenska 1,16956086,"11,1"
naturbruksprogrammet,svenska 1,93486713,"12,0"
barn- och fritidsprogrammet,svenska 1,58187973,"10,0"
el- och energiprogrammet,svenska 1,58187973,"9,3"
vvs- och fastighetsprogrammet,svenska 1,58187973,"11,0"
vård- och omsorgsprogrammet,svenska 1,58187973,..
barn- och fritidsprogrammet,svenska 1,88894245,..
bygg- och anläggningsprogrammet,svenska 1,88894245,..
el- och energiprogrammet,svenska 1,88894245,..
fordons- och transportprogrammet,svenska 1,88894245,..
handels- och administrationsprogrammet,svenska 1,88894245,..
vård- och omsorgsprogrammet,svenska 1,88894245,..
barn- och fritidsprogrammet,svenska 1,71160225,"7,9"
vård- och omsorgsprogrammet,svenska 1,71160225,"11,8"
bygg- och anläggningsprogrammet,svenska 1,67752682,"9,6"
el- och energiprogrammet,svenska 1,67752682,"9,6"
hantverksprogrammet,svenska 1,67752682,..
fordons- och transportprogrammet,svenska 1,47884009,"3,8"
industritekniska programmet,svenska 1,47884009,"7,9"
restaurang- och livsmedelsprogrammet,svenska 1,47884009,"9,2"
barn- och fritidsprogrammet,svenska 1,44672598,"9,2"
el- och energiprogrammet,svenska 1,44672598,"7,7"
bygg- och anläggningsprogrammet,svenska 1,75340089,"10,1"
fordons- och transportprogrammet,svenska 1,75340089,"10,8"
hotell- och turismprogrammet,svenska 1,75340089,..
restaurang- och livsmedelsprogrammet,svenska 1,75340089,"10,0"
vård- och omsorgsprogrammet,svenska 1,75340089,"9,4"
fordons- och transportprogrammet,svenska 1,36670439,"11,0"
industritekniska programmet,svenska 1,36670439,"7,1"
vård- och omsorgsprogrammet,svenska 1,36670439,"10,7"
barn- och fritidsprogrammet,svenska 1,22220001,"13,8"
bygg- och anläggningsprogrammet,svenska 1,22220001,"12,5"
el- och energiprogrammet,svenska 1,22220001,"13,3"
handels- och administrationsprogrammet,svenska 1,22220001,"10,5"
industritekniska programmet,svenska 1,55421481,"11,1"
vård- och omsorgsprogrammet,svenska 1,99356671,"14,1"
bygg- och anläggningsprogrammet,svenska 1,16702464,..
el- och energiprogrammet,svenska 1,16702464,..
handels- och administrationsprogrammet,svenska 1,16702464,..
industritekniska programmet,svenska 1,16702464,"10,5"
barn- och fritidsprogrammet,svenska 1,71353314,"11,1"
bygg- och anläggningsprogrammet,svenska 1,36252055,"11,0"
el- och energiprogrammet,svenska 1,36252055,"11,4"
hantverksprogrammet,svenska 1,14355031,"12,9"
hotell- och turismprogrammet,svenska 1,22426680,"9,1"
fordons- och transportprogrammet,svenska 1,83805032,"9,6"
bygg- och anläggningsprogrammet,svenska 1,48862305,"9,0"
vvs- och fastighetsprogrammet,svenska 1,48862305,"9,2"
el- och energiprogrammet,svenska 1,32887559,"10,2"
industritekniska programmet,svenska 1,32887559,"8,8"
vård- och omsorgsprogrammet,svenska 1,71541108,"11,8"
barn- och fritidsprogrammet,svenska 1,69471748,"10,3"
restaurang- och livsmedelsprogrammet,svenska 1,69471748,"10,3"
barn- och fritidsprogrammet,svenska 1,93239262,"12,1"
naturbruksprogrammet,svenska 1,25745773,"12,7"
handels- och administrationsprogrammet,svenska 1,14278480,"11,6"
hantverksprogrammet,svenska 1,14278480,"12,4"
barn- och fritidsprogrammet,svenska 1,17204216,"8,6"
bygg- och anläggningsprogrammet,svenska 1,17204216,"11,2"
handels- och administrationsprogrammet,svenska 1,17204216,..
hantverksprogrammet,svenska 1,17204216,..
hotell- och turismprogrammet,svenska 1,17204216,..
vvs- och fastighetsprogrammet,svenska 1,17204216,..
hantverksprogrammet,svenska 1,28023078,"9,7"
vård- och omsorgsprogrammet,svenska 1,28023078,"10,8"
el- och energiprogrammet,svenska 1,43284031,"9,5"
naturbruksprogrammet,svenska 1,43284031,"12,6"
barn- och fritidsprogrammet,svenska 1,13963517,"12,5"
bygg- och anläggningsprogrammet,svenska 1,13963517,..
el- och energiprogrammet,svenska 1,13963517,..
hantverksprogrammet,svenska 1,13963517,"13,0"
restaurang- och livsmedelsprogrammet,svenska 1,13963517,..
vvs- och fastighetsprogrammet,svenska 1,13963517,..
vård- och omsorgsprogrammet,svenska 1,13963517,..
el- och energiprogrammet,svenska 1,26267406,"7,8"
naturbruksprogrammet,svenska 1,26267406,"13,0"
vvs- och fastighetsprogrammet,svenska 1,26267406,"5,9"
bygg- och anläggningsprogrammet,svenska 1,31255918,"12,4"
el- och energiprogrammet,svenska 1,31255918,"11,1"
fordons- och transportprogrammet,svenska 1,31255918,"11,2"
handels- och administrationsprogrammet,svenska 1,51955293,"12,3"
vård- och omsorgsprogrammet,svenska 1,51955293,"13,0"
fordons- och transportprogrammet,svenska 1,35035671,"8,3"
handels- och administrationsprogrammet,svenska 1,12130801,"13,0"
el- och energiprogrammet,svenska 1,51736304,"12,9"
hantverksprogrammet,svenska 1,51736304,..
bygg- och anläggningsprogrammet,svenska 1,53180719,..
el- och energiprogrammet,svenska 1,53180719,"12,0"
fordons- och transportprogrammet,svenska 1,53180719,..
handels- och administrationsprogrammet,svenska 1,53180719,..
hantverksprogrammet,svenska 1,53180719,"11,9"
industritekniska programmet,svenska 1,53180719,..
vvs- och fastighetsprogrammet,svenska 1,53180719,"11,4"
el- och energiprogrammet,svenska 1,27489137,"12,7"
industritekniska programmet,svenska 1,15609112,"9,5"
vvs- och fastighetsprogrammet,svenska 1,15609112,"9,0"
hotell- och turismprogrammet,svenska 1,60424371,"14,7"
restaurang- och livsmedelsprogrammet,svenska 1,60424371,"12,2"
barn- och fritidsprogrammet,svenska 1,68655578,"10,0"
bygg- och anläggningsprogrammet,svenska 1,68655578,"9,5"
flygteknikutbildningen,svenska 1,17062663,"13,9"
fordons- och transportprogrammet,svenska 1,17062663,"11,2"
handels- och administrationsprogrammet,svenska 1,68741484,"11,4"
vård- och omsorgsprogrammet,svenska 1,68741484,..
naturbruksprogrammet,svenska 1,56267421,"11,2"
naturbruksprogrammet,svenska 1,34990065,"11,8"
bygg- och anläggningsprogrammet,svenska 1,37054246,..
el- och energiprogrammet,svenska 1,37054246,"7,7"
restaurang- och livsmedelsprogrammet,svenska 1,37054246,..
industritekniska programmet,svenska 1,39199869,..
bygg- och anläggningsprogrammet,svenska 1,62216381,"9,6"
el- och energiprogrammet,svenska 1,62216381,"8,3"
barn- och fritidsprogrammet,svenska 1,31179045,"7,9"
handels- och administrationsprogrammet,svenska 1,31179045,"10,0"
vård- och omsorgsprogrammet,svenska 1,31179045,"8,8"
hantverksprogrammet,svenska 1,72421673,"12,8"
barn- och fritidsprogrammet,svenska 1,59655752,"9,6"
handels- och administrationsprogrammet,svenska 1,59655752,"10,0"
el- och energiprogrammet,svenska 1,88750078,"9,8"
fordons- och transportprogrammet,svenska 1,88750078,"8,2"
industritekniska programmet,svenska 1,88750078,"9,4"
hantverksprogrammet,svenska 1,41878314,..
handels- och administrationsprogrammet,svenska 1,41555549,"8,9"
hotell- och turismprogrammet,svenska 1,41555549,..
industritekniska programmet,svenska 1,41555549,"9,0"
vård- och omsorgsprogrammet,svenska 1,41555549,"11,5"
naturbruksprogrammet,svenska 1,32003298,"9,8"
el- och energiprogrammet,svenska 1,22383788,"11,3"
fordons- och transportprogrammet,svenska 1,85459854,"9,3"
vvs- och fastighetsprogrammet,svenska 1,85459854,"11,0"
el- och energiprogrammet,svenska 1,81876614,..
barn- och fritidsprogrammet,svenska 1,18711877,"11,5"
bygg- och anläggningsprogrammet,svenska 1,18711877,"10,8"
handels- och administrationsprogrammet,svenska 1,18711877,"11,3"
hantverksprogrammet,svenska 1,18711877,..
restaurang- och livsmedelsprogrammet,svenska 1,18711877,"7,2"
vård- och omsorgsprogrammet,svenska 1,18711877,"8,2"
barn- och fritidsprogrammet,svenska 1,67071618,"12,2"
industritekniska programmet,svenska 1,67071618,"10,7"
el- och energiprogrammet,svenska 1,75324351,"10,0"
handels- och administrationsprogrammet,svenska 1,75324351,"11,5"
industritekniska programmet,svenska 1,75324351,..
vård- och omsorgsprogrammet,svenska 1,75324351,..
fordons- och transportprogrammet,svenska 1,21862642,..
bygg- och anläggningsprogrammet,svenska 1,61229217,"9,2"
el- och energiprogrammet,svenska 1,61229217,"10,3"
fordons- och transportprogrammet,svenska 1,61229217,"5,0"
el- och energiprogrammet,svenska 1,58929357,"10,4"
industritekniska programmet,svenska 1,58929357,"16,3"
naturbruksprogrammet,svenska 1,42517257,"11,4"
vård- och omsorgsprogrammet,svenska 1,70376604,"11,6"
barn- och fritidsprogrammet,svenska 1,18617410,"12,8"
bygg- och anläggningsprogrammet,svenska 1,41697930,"10,7"
el- och energiprogrammet,svenska 1,41697930,"9,9"
vvs- och fastighetsprogrammet,svenska 1,41697930,"7,3"
handels- och administrationsprogrammet,svenska 1,28025244,"9,2"
restaurang- och livsmedelsprogrammet,svenska 1,28025244,"9,4"
el- och energiprogrammet,svenska 1,17184072,..
industritekniska programmet,svenska 1,17184072,"7,5"
barn- och fritidsprogrammet,svenska 1,40338843,"8,2"
handels- och administrationsprogrammet,svenska 1,40338843,"10,0"
bygg- och anläggningsprogrammet,svenska 1,77440824,..
el- och energiprogrammet,svenska 1,77440824,"9,2"
industritekniska programmet,svenska 1,77440824,..
flygteknikutbildningen,svenska 1,71069359,"12,6"
naturbruksprogrammet,svenska 1,86896907,"10,4"
el- och energiprogrammet,svenska 1,14292382,"10,5"
naturbruksprogrammet,svenska 1,14292382,"14,0"
barn- och fritidsprogrammet,svenska 1,87859089,"8,0"
el- och energiprogrammet,svenska 1,87859089,..
fordons- och transportprogrammet,svenska 1,87859089,"9,7"
bygg- och anläggningsprogrammet,svenska 1,54764253,"9,3"
naturbruksprogrammet,svenska 1,54764253,"9,5"
barn- och fritidsprogrammet,svenska 1,98908403,..
bygg- och anläggningsprogrammet,svenska 1,98908403,"7,5"
bygg- och anläggningsprogrammet,svenska 1,16493131,"10,0"
el- och energiprogrammet,svenska 1,16493131,"11,1"
fordons- och transportprogrammet,svenska 1,16493131,"9,3"
handels- och administrationsprogrammet,svenska 1,16493131,"12,3"
industritekniska programmet,svenska 1,16493131,"11,0"
restaurang- och livsmedelsprogrammet,svenska 1,16493131,"10,9"
vård- och omsorgsprogrammet,svenska 1,16493131,"10,6"
industritekniska programmet,svenska 1,41119610,"13,8"
flygteknikutbildningen,svenska 1,48304166,"12,7"
fordons- och transportprogrammet,svenska 1,48304166,"6,6"
handels- och administrationsprogrammet,svenska 1,48304166,"10,9"
restaurang- och livsmedelsprogrammet,svenska 1,48304166,..
vård- och omsorgsprogrammet,svenska 1,48304166,"11,8"
barn- och fritidsprogrammet,svenska 1,24982097,..
bygg- och anläggningsprogrammet,svenska 1,24982097,..
el- och energiprogrammet,svenska 1,24982097,"3,3"
handels- och administrationsprogrammet,svenska 1,24982097,..
vvs- och fastighetsprogrammet,svenska 1,24982097,..
naturbruksprogrammet,svenska 1,97104132,"15,0"
barn- och fritidsprogrammet,svenska 1,68597767,..
el- och energiprogrammet,svenska 1,68597767,..
restaurang- och livsmedelsprogrammet,svenska 1,68597767,..
bygg- och anläggningsprogrammet,svenska 1,27964873,"10,2"
fordons- och transportprogrammet,svenska 1,27964873,"10,6"
hotell- och turismprogrammet,svenska 1,27964873,..
bygg- och anläggningsprogrammet,svenska 1,30706655,"5,0"
fordons- och transportprogrammet,svenska 1,30706655,"10,0"
handels- och administrationsprogrammet,svenska 1,30706655,"10,8"
vård- och omsorgsprogrammet,svenska 1,65674821,..
naturbruksprogrammet,svenska 1,46332927,"10,0"
bygg- och anläggningsprogrammet,svenska 1,78690637,"11,3"
fordons- och transportprogrammet,svenska 1,78690637,"8,5"
hotell- och turismprogrammet,svenska 1,78690637,"7,9"
vvs- och fastighetsprogrammet,svenska 1,78690637,"6,9"
bygg- och anläggningsprogrammet,svenska 1,24653673,"13,4"
fordons- och transportprogrammet,svenska 1,24653673,"10,7"
barn- och fritidsprogrammet,svenska 1,38048202,"11,9"
el- och energiprogrammet,svenska 1,38048202,"12,1"
handels- och administrationsprogrammet,svenska 1,38048202,"10,4"
industritekniska programmet,svenska 1,38048202,"8,1"
vård- och omsorgsprogrammet,svenska 1,38048202,"12,1"
barn- och fritidsprogrammet,svenska 1,90990441,..
el- och energiprogrammet,svenska 1,90990441,"11,8"
hantverksprogrammet,svenska 1,90990441,"9,0"
naturbruksprogrammet,svenska 1,86319615,"10,8"
bygg- och anläggningsprogrammet,svenska 1,87303004,..
fordons- och transportprogrammet,svenska 1,87303004,"7,5"
handels- och administrationsprogrammet,svenska 1,87303004,..
hotell- och turismprogrammet,svenska 1,87303004,..
vård- och omsorgsprogrammet,svenska 1,87303004,"11,3"
bygg- och anläggningsprogrammet,svenska 1,97835550,..
fordons- och transportprogrammet,svenska 1,97835550,..
vård- och omsorgsprogrammet,svenska 1,97835550,..
bygg- och anläggningsprogrammet,svenska 1,22446331,"10,2"
fordons- och transportprogrammet,svenska 1,22446331,"9,9"
naturbruksprogrammet,svenska 1,22446331,"12,3"
el- och energiprogrammet,svenska 1,26671095,"9,8"
bygg- och anläggningsprogrammet,svenska 1,42911621,"12,5"
el- och energiprogrammet,svenska 1,42911621,"10,2"
hantverksprogrammet,svenska 1,42911621,"10,0"
industritekniska programmet,svenska 1,42911621,"10,6"
vvs- och fastighetsprogrammet,svenska 1,42911621,"10,2"
barn- och fritidsprogrammet,svenska 1,40575001,"10,2"
fordons- och transportprogrammet,svenska 1,40575001,"10,5"
restaurang- och livsmedelsprogrammet,svenska 1,40575001,"12,3"
restaurang- och livsmedelsprogrammet,svenska 1,43998440,..
